,Bal,Brick,Dist,District,Floor,Kitsp,Link,Livesp,Metrdist,N,New,Nfloor,Price,Rooms,Tel,Totsp,Walk
6423,0,1,15.454971812218263,7,15,10.7,http://www.cian.ru/sale/flat/150829879/,,5.0,6423,1,23.0,8173770,1,,46.8,0.0
6424,1,1,11.513013376209148,7,5,6.0,http://www.cian.ru/sale/flat/150847270/,32.0,11.0,6424,0,5.0,8200000,2,1.0,45.0,1.0
6425,1,1,15.445636931565893,7,12,13.2,http://www.cian.ru/sale/flat/150352315/,21.8,5.0,6425,1,24.0,8200000,1,,53.5,0.0
6426,1,0,6.8500923879742945,7,9,6.0,http://www.cian.ru/sale/flat/35848020/,23.5,5.0,6426,0,12.0,8200000,2,,38.4,0.0
6427,1,0,14.899567689226766,7,10,6.5,http://www.cian.ru/sale/flat/151870067/,48.1,10.0,6427,0,12.0,8200000,3,1.0,63.0,0.0
6428,1,1,11.963947033661483,7,2,6.0,http://www.cian.ru/sale/flat/152170910/,26.0,11.0,6428,0,5.0,8200000,2,,41.0,1.0
6429,1,0,16.66384488992503,7,23,7.0,http://www.cian.ru/sale/flat/147273096/,35.2,10.0,6429,1,25.0,8205270,2,,57.1,0.0
6430,1,1,6.821116343968375,7,8,19.7,http://www.cian.ru/sale/flat/152186687/,30.4,15.0,6430,1,16.0,8208152,1,,41.6,0.0
6431,1,0,16.66384488992503,7,2,10.6,http://www.cian.ru/sale/flat/152210483/,56.4,10.0,6431,1,25.0,8231680,3,,87.2,0.0
6432,1,1,15.369342001250443,7,18,13.2,http://www.cian.ru/sale/flat/150360900/,21.8,5.0,6432,1,24.0,8250000,1,,54.6,0.0
6433,1,0,8.920021104065649,7,3,7.0,http://www.cian.ru/sale/flat/148979000/,22.9,15.0,6433,0,12.0,8250000,2,1.0,37.2,1.0
6434,1,0,18.312441275203035,7,8,10.5,http://www.cian.ru/sale/flat/147952074/,36.0,,6434,0,17.0,8250000,2,0.0,66.0,
6435,1,0,9.08789430997351,7,5,8.2,http://www.cian.ru/sale/flat/152205070/,19.9,6.0,6435,0,16.0,8250000,1,1.0,42.0,1.0
6436,1,1,6.821116343968375,7,8,19.7,http://www.cian.ru/sale/flat/152186689/,30.4,15.0,6436,1,16.0,8251375,1,,41.8,0.0
6437,1,0,19.016059795098272,7,2,10.3,http://www.cian.ru/sale/flat/51299239/,47.6,,6437,1,16.0,8293101,3,,84.1,
6438,1,0,16.66384488992503,7,1,10.6,http://www.cian.ru/sale/flat/151098137/,37.6,10.0,6438,1,25.0,8295750,2,,67.5,0.0
6439,1,1,7.183419381993218,7,11,12.0,http://www.cian.ru/sale/flat/152214286/,24.0,12.0,6439,0,31.0,8300000,1,,45.1,1.0
6440,1,1,8.223968474403682,7,8,17.0,http://www.cian.ru/sale/flat/30322774/,158.0,4.0,6440,0,16.0,142275456,4,,192.0,0.0
6441,1,1,8.446527532513286,7,23,20.0,http://www.cian.ru/sale/flat/151914198/,73.0,10.0,6441,0,47.0,52000000,4,0.0,145.0,0.0
6442,1,0,7.023259464793196,7,2,,http://www.cian.ru/sale/flat/151638233/,,13.0,6442,1,,13512500,2,,57.5,1.0
6443,1,1,15.369342001250443,7,16,13.2,http://www.cian.ru/sale/flat/150360878/,21.8,5.0,6443,1,24.0,8300000,1,,54.9,0.0
6444,1,0,13.840586384842414,7,4,8.0,http://www.cian.ru/sale/flat/139975810/,25.0,10.0,6444,0,12.0,8300000,2,0.0,40.0,0.0
6445,1,0,13.717908910615666,7,5,9.0,http://www.cian.ru/sale/flat/151561899/,32.0,7.0,6445,0,16.0,8300000,2,0.0,52.0,0.0
6446,1,0,13.41434737130527,7,6,6.0,http://www.cian.ru/sale/flat/150782241/,44.3,15.0,6446,0,9.0,8300000,3,1.0,59.8,0.0
6447,1,0,13.264965440532615,7,15,10.0,http://www.cian.ru/sale/flat/151938590/,19.0,18.0,6447,0,16.0,8300000,1,,34.7,1.0
6448,1,0,13.035970165015435,7,13,8.5,http://www.cian.ru/sale/flat/150118903/,31.1,5.0,6448,0,16.0,8300000,2,,52.5,0.0
6449,1,0,16.66384488992503,7,13,10.2,http://www.cian.ru/sale/flat/146999371/,37.7,10.0,6449,1,25.0,8329150,2,,69.7,0.0
6450,1,1,6.821116343968375,7,12,15.8,http://www.cian.ru/sale/flat/152186693/,38.0,15.0,6450,1,16.0,8338447,1,,38.0,0.0
6451,1,0,16.66384488992503,7,4,10.6,http://www.cian.ru/sale/flat/147002462/,37.6,10.0,6451,1,25.0,8379840,2,,69.6,0.0
6452,1,0,16.66384488992503,7,10,15.3,http://www.cian.ru/sale/flat/152210577/,30.7,10.0,6452,1,25.0,8392020,2,,68.9,0.0
6453,1,1,15.369342001250443,7,10,13.5,http://www.cian.ru/sale/flat/150360968/,22.4,5.0,6453,1,24.0,8400000,1,,56.5,0.0
6454,1,1,15.369342001250443,7,8,13.5,http://www.cian.ru/sale/flat/150360947/,22.4,5.0,6454,1,24.0,8400000,1,,56.5,0.0
6455,1,0,13.50276789986441,7,2,8.6,http://www.cian.ru/sale/flat/151895365/,18.0,8.0,6455,0,17.0,8400000,1,1.0,35.3,1.0
6456,1,0,16.66384488992503,7,14,10.2,http://www.cian.ru/sale/flat/149047795/,37.7,10.0,6456,1,25.0,8440040,2,,70.1,0.0
6457,1,1,6.821116343968375,7,12,15.8,http://www.cian.ru/sale/flat/152186703/,28.4,15.0,6457,1,16.0,8443458,1,,38.4,0.0
6458,1,0,16.66384488992503,7,3,10.6,http://www.cian.ru/sale/flat/152210372/,56.4,10.0,6458,1,25.0,8464770,3,,87.9,0.0
6459,1,0,17.63455081633142,7,2,8.0,http://www.cian.ru/sale/flat/151080781/,45.0,15.0,6459,0,12.0,8490000,3,0.0,68.0,0.0
6460,1,0,11.731976511915496,7,10,5.2,http://www.cian.ru/sale/flat/152195589/,31.9,10.0,6460,0,12.0,8499000,2,,44.3,1.0
6461,0,1,7.050256206357749,7,3,12.0,http://www.cian.ru/sale/flat/151181793/,20.0,15.0,6461,0,24.0,8499000,1,1.0,44.0,1.0
6462,1,0,14.181541700242418,7,11,9.4,http://www.cian.ru/sale/flat/146438435/,44.0,,6462,0,14.0,8500000,3,1.0,64.5,
6463,1,0,8.868923833887528,7,4,6.0,http://www.cian.ru/sale/flat/152162459/,37.0,4.0,6463,0,5.0,8500000,3,1.0,55.0,1.0
6464,1,0,13.676417590353106,7,2,7.0,http://www.cian.ru/sale/flat/151456862/,28.0,10.0,6464,0,12.0,8500000,2,,44.0,1.0
6465,1,0,21.271284753328587,7,9,8.5,http://www.cian.ru/sale/flat/148860689/,39.0,,6465,0,14.0,8500000,3,,65.0,
6466,1,0,4.415135163330414,7,4,6.0,http://www.cian.ru/sale/flat/148829828/,28.0,7.0,6466,0,5.0,8500000,2,1.0,42.0,1.0
6467,1,0,10.45976619127245,7,6,8.5,http://www.cian.ru/sale/flat/148810571/,19.0,15.0,6467,0,17.0,8500000,1,1.0,38.0,1.0
6468,0,1,14.52043837335617,7,21,31.0,http://www.cian.ru/sale/flat/150534948/,36.0,15.0,6468,0,37.0,23800000,2,0.0,67.0,1.0
6469,1,1,10.794488756675443,7,2,24.0,http://www.cian.ru/sale/flat/151737913/,106.0,,6469,0,4.0,58046410,3,,199.0,
6470,0,1,14.439107865663235,7,5,30.0,http://www.cian.ru/sale/flat/150534996/,85.0,15.0,6470,0,33.0,51900000,3,0.0,128.0,1.0
6471,0,1,15.454971812218263,7,8,,http://www.cian.ru/sale/flat/150759584/,,5.0,6471,1,24.0,8500000,1,,50.0,0.0
6472,1,0,7.781666162638699,7,1,8.0,http://www.cian.ru/sale/flat/148949239/,31.0,20.0,6472,0,12.0,8500000,2,1.0,48.0,1.0
6473,1,1,7.183419381993218,7,12,,http://www.cian.ru/sale/flat/151833315/,35.0,7.0,6473,0,18.0,8500000,1,0.0,43.4,0.0
6474,1,1,12.727389208990445,7,13,12.0,http://www.cian.ru/sale/flat/150831219/,19.0,10.0,6474,1,22.0,8500000,1,,45.0,1.0
6475,1,0,13.282019823251437,7,1,9.8,http://www.cian.ru/sale/flat/150130215/,32.5,5.0,6475,0,16.0,8500000,2,1.0,54.2,0.0
6476,1,0,16.66384488992503,7,6,7.3,http://www.cian.ru/sale/flat/152210068/,62.0,10.0,6476,1,25.0,8513750,3,,87.5,0.0
6477,1,1,18.899674481755717,7,2,14.0,http://www.cian.ru/sale/flat/150606344/,48.1,20.0,6477,1,17.0,8526616,3,,85.6,0.0
6478,1,1,19.016059795098272,7,5,14.7,http://www.cian.ru/sale/flat/151743505/,50.4,15.0,6478,1,13.0,8533187,3,,87.1,0.0
6479,1,0,16.66384488992503,7,2,10.6,http://www.cian.ru/sale/flat/149686096/,37.6,10.0,6479,1,25.0,8543520,2,,69.8,0.0
6480,1,0,18.798833357149995,7,16,13.0,http://www.cian.ru/sale/flat/152120111/,32.0,10.0,6480,0,17.0,8600000,2,0.0,64.0,0.0
6481,1,0,19.999598254454,7,21,10.0,http://www.cian.ru/sale/flat/148720797/,44.0,30.0,6481,0,22.0,8600000,3,0.0,75.0,0.0
6482,1,0,8.185929863193113,7,9,8.5,http://www.cian.ru/sale/flat/149552846/,20.0,8.0,6482,0,17.0,8600000,1,1.0,39.0,0.0
6483,1,0,10.329569352799208,7,13,8.1,http://www.cian.ru/sale/flat/152206090/,19.2,7.0,6483,0,17.0,8600000,1,1.0,38.1,1.0
6484,1,0,8.815369457550185,7,2,6.0,http://www.cian.ru/sale/flat/152062548/,28.0,7.0,6484,0,5.0,8600000,2,1.0,43.0,1.0
6485,0,0,7.87584202394713,7,13,,http://www.cian.ru/sale/flat/152187594/,,5.0,6485,1,28.0,8618505,студиявЖК«MatchPoint(МатчПоинт)»,,31.2,0.0
6486,1,1,19.016059795098272,7,4,12.8,http://www.cian.ru/sale/flat/151522106/,49.3,15.0,6486,1,19.0,8618722,3,,85.6,0.0
6487,0,0,7.87584202394713,7,12,,http://www.cian.ru/sale/flat/152187989/,,5.0,6487,1,28.0,8627200,студиявЖК«MatchPoint(МатчПоинт)»,,32.0,0.0
6488,1,0,13.50276789986441,7,14,9.7,http://www.cian.ru/sale/flat/148305786/,14.5,5.0,6488,0,17.0,8650000,1,1.0,36.1,1.0
6489,1,0,16.66384488992503,7,14,8.0,http://www.cian.ru/sale/flat/152210027/,46.4,10.0,6489,1,25.0,8681850,3,,88.5,0.0
6490,1,0,10.432750217955146,7,20,10.4,http://www.cian.ru/sale/flat/149797086/,19.7,10.0,6490,0,22.0,8700000,1,0.0,40.0,1.0
6491,1,0,13.542872033136153,7,7,8.0,http://www.cian.ru/sale/flat/150211679/,31.0,20.0,6491,0,12.0,8700000,2,0.0,54.0,1.0
6492,1,1,10.917433595630772,7,4,8.0,http://www.cian.ru/sale/flat/152213679/,32.0,10.0,6492,0,4.0,8700000,2,1.0,54.0,1.0
6493,1,0,12.527454971813688,7,5,8.0,http://www.cian.ru/sale/flat/152213404/,31.0,7.0,6493,0,9.0,8700000,2,,45.0,1.0
6494,1,0,11.823388649718057,7,2,8.0,http://www.cian.ru/sale/flat/151143627/,15.0,5.0,6494,0,22.0,8700000,1,1.0,36.0,1.0
6495,1,0,20.79389666530791,7,3,8.4,http://www.cian.ru/sale/flat/149442874/,40.0,10.0,6495,0,14.0,8700000,3,0.0,65.0,0.0
6496,1,1,11.13107604665725,7,4,31.0,http://www.cian.ru/sale/flat/50153470/,,10.0,6496,1,12.0,43500000,3,,87.0,1.0
6497,1,0,12.795268651483617,7,2,8.5,http://www.cian.ru/sale/flat/151798613/,18.9,13.0,6497,0,17.0,6600000,1,0.0,37.7,1.0
6498,1,1,9.696837984055513,7,11,15.0,http://www.cian.ru/sale/flat/150538215/,39.0,12.0,6498,0,21.0,20100000,2,0.0,79.0,0.0
6499,1,1,19.016059795098272,7,8,14.7,http://www.cian.ru/sale/flat/152050380/,50.4,30.0,6499,1,10.0,8716300,3,,86.3,0.0
6500,1,0,16.66384488992503,7,8,,http://www.cian.ru/sale/flat/152210516/,,10.0,6500,1,25.0,8729980,3,,88.9,0.0
6501,1,0,16.66384488992503,7,6,,http://www.cian.ru/sale/flat/152210693/,,10.0,6501,1,25.0,8763690,3,,89.7,0.0
6502,0,0,7.87584202394713,7,9,,http://www.cian.ru/sale/flat/152187518/,,5.0,6502,1,28.0,8780200,студиявЖК«MatchPoint(МатчПоинт)»,,35.8,0.0
6503,1,0,16.66384488992503,7,12,10.6,http://www.cian.ru/sale/flat/152209988/,56.2,10.0,6503,1,25.0,8790170,3,,88.7,0.0
6504,1,1,4.781463557848359,7,3,5.0,http://www.cian.ru/sale/flat/152070991/,18.0,5.0,6504,0,12.0,8800000,1,,28.0,1.0
6505,1,0,13.869485741185315,7,2,11.0,http://www.cian.ru/sale/flat/149522171/,31.0,10.0,6505,0,17.0,8800000,2,,56.0,0.0
6506,1,0,9.2747919840254,7,3,10.0,http://www.cian.ru/sale/flat/151858411/,20.0,22.0,6506,0,22.0,8800000,1,1.0,39.0,1.0
6507,1,1,7.198603828595675,7,4,9.0,http://www.cian.ru/sale/flat/149742650/,33.0,8.0,6507,0,5.0,8800000,2,1.0,55.0,1.0
6508,1,0,17.892982141078868,7,4,6.0,http://www.cian.ru/sale/flat/151810084/,29.0,20.0,6508,0,9.0,8800000,3,,59.0,0.0
6509,1,0,21.342273701933618,7,10,10.2,http://www.cian.ru/sale/flat/150639674/,46.0,15.0,6509,0,17.0,8800000,3,1.0,79.7,0.0
6510,1,0,13.303074101457778,7,4,9.0,http://www.cian.ru/sale/flat/151884427/,19.0,2.0,6510,0,17.0,8800000,1,,39.0,1.0
6511,1,0,12.682399106853268,7,10,9.0,http://www.cian.ru/sale/flat/150732912/,32.0,7.0,6511,0,12.0,8800000,2,1.0,49.0,1.0
6512,1,1,19.016059795098272,7,5,14.6,http://www.cian.ru/sale/flat/152050398/,50.4,30.0,6512,1,8.0,8807200,3,,87.2,0.0
6513,1,0,20.940349776425908,7,9,12.0,http://www.cian.ru/sale/flat/149950530/,44.0,10.0,6513,0,17.0,8900000,3,,75.0,0.0
6514,1,0,9.937228076651413,7,2,6.0,http://www.cian.ru/sale/flat/151533085/,25.5,4.0,6514,0,19.0,8900000,2,1.0,39.2,1.0
6515,1,1,15.530576165149231,7,14,15.0,http://www.cian.ru/sale/flat/150334693/,25.0,5.0,6515,0,24.0,8900000,1,1.0,54.0,0.0
6516,1,1,12.857438112542939,7,4,8.0,http://www.cian.ru/sale/flat/151491756/,38.0,15.0,6516,0,5.0,8900000,2,1.0,65.9,1.0
6517,1,0,13.328667339867733,7,12,9.5,http://www.cian.ru/sale/flat/151164986/,32.0,5.0,6517,0,17.0,8900000,2,1.0,54.0,0.0
6518,1,0,14.678492951254078,7,2,9.5,http://www.cian.ru/sale/flat/16286602/,29.0,10.0,6518,0,17.0,8900000,2,1.0,56.0,0.0
6519,1,0,13.098866620453189,7,3,6.0,http://www.cian.ru/sale/flat/151409913/,39.0,13.0,6519,0,9.0,8900000,3,,58.0,1.0
6520,1,0,14.051378592028252,7,6,10.0,http://www.cian.ru/sale/flat/152186572/,32.0,16.0,6520,0,16.0,8900000,2,1.0,54.0,1.0
6521,1,0,7.231799569405897,7,3,6.0,http://www.cian.ru/sale/flat/152205534/,29.8,,6521,0,9.0,8900000,2,1.0,45.1,
6522,1,0,16.66384488992503,7,11,10.6,http://www.cian.ru/sale/flat/147000176/,37.6,10.0,6522,1,25.0,8917900,2,,69.4,0.0
6523,1,1,13.164085097353315,7,4,,http://www.cian.ru/sale/flat/149738741/,24.0,10.0,6523,1,7.0,8926722,1,,44.0,0.0
6524,0,1,6.7292310563289615,7,6,18.0,http://www.cian.ru/sale/flat/147677280/,80.6,15.0,6524,0,53.0,86452100,4,0.0,144.0,1.0
6525,1,1,8.408774349090162,7,13,,http://www.cian.ru/sale/flat/150639233/,60.0,,6525,1,38.0,26999000,2,,60.0,
6526,1,1,9.62881174273027,7,3,16.1,http://www.cian.ru/sale/flat/151836870/,41.7,12.0,6526,0,18.0,30000000,2,0.0,85.4,0.0
6527,1,1,11.695457497766045,7,2,9.0,http://www.cian.ru/sale/flat/137351838/,21.0,19.0,6527,0,15.0,8940000,1,,42.0,1.0
6528,1,0,13.303074101457778,7,4,8.2,http://www.cian.ru/sale/flat/49562613/,19.0,1.0,6528,0,17.0,8950000,1,1.0,38.0,1.0
6529,1,1,19.016059795098272,7,5,12.8,http://www.cian.ru/sale/flat/152050352/,49.3,30.0,6529,1,14.0,8970880,3,,85.6,0.0
6530,1,0,16.66384488992503,7,9,15.2,http://www.cian.ru/sale/flat/151811999/,30.6,10.0,6530,1,25.0,8975160,2,,69.9,0.0
6531,1,1,6.821116343968375,7,12,19.7,http://www.cian.ru/sale/flat/152186714/,30.4,15.0,6531,1,16.0,8984189,1,,42.7,0.0
6532,1,0,13.461608949211787,7,8,6.5,http://www.cian.ru/sale/flat/150487840/,30.0,7.0,6532,0,9.0,8990000,2,1.0,46.0,1.0
6533,1,1,11.59133476593714,7,5,11.4,http://www.cian.ru/sale/flat/151138632/,17.4,7.0,6533,0,23.0,8990000,1,0.0,44.9,0.0
6534,1,0,8.280578771585208,7,2,8.0,http://www.cian.ru/sale/flat/150582355/,19.0,5.0,6534,0,17.0,8999000,1,1.0,38.0,1.0
6535,1,0,12.30682758960394,7,1,12.0,http://www.cian.ru/sale/flat/150626101/,33.0,,6535,0,17.0,9000000,2,,60.0,
6536,1,1,4.896000215461021,7,5,7.7,http://www.cian.ru/sale/flat/150527693/,20.8,5.0,6536,0,5.0,9000000,1,1.0,38.0,1.0
6537,1,0,12.22700607384538,7,3,7.0,http://www.cian.ru/sale/flat/149113121/,19.0,10.0,6537,0,14.0,9000000,1,1.0,39.0,0.0
6538,1,0,12.951649616732109,7,17,10.0,http://www.cian.ru/sale/flat/152115028/,20.0,8.0,6538,0,24.0,9000000,1,0.0,40.0,1.0
6539,1,0,11.918957873740984,7,10,8.5,http://www.cian.ru/sale/flat/151138249/,20.0,8.0,6539,0,14.0,9000000,1,1.0,40.0,1.0
6540,1,0,12.30682758960394,7,1,12.1,http://www.cian.ru/sale/flat/49632804/,33.3,,6540,0,17.0,9000000,2,,60.3,
6541,1,1,19.016059795098272,7,13,12.8,http://www.cian.ru/sale/flat/151363228/,49.3,30.0,6541,1,13.0,9002320,3,,85.9,0.0
6542,1,0,19.016059795098272,7,8,,http://www.cian.ru/sale/flat/150998891/,,25.0,6542,1,19.0,9002320,3,,85.9,0.0
6543,0,0,17.407507434462758,7,6,13.0,http://www.cian.ru/sale/flat/152110947/,43.0,,6543,1,17.0,9050000,3,,80.0,
6544,1,0,21.129059859306007,7,14,10.3,http://www.cian.ru/sale/flat/151316453/,47.6,,6544,0,17.0,9050000,3,,76.7,
6545,1,0,14.010301762096304,7,4,10.8,http://www.cian.ru/sale/flat/142210502/,29.8,,6545,0,24.0,9089730,2,,59.4,
6546,1,0,9.924711530542165,7,4,8.0,http://www.cian.ru/sale/flat/148405844/,20.0,20.0,6546,0,17.0,9100000,1,1.0,40.0,1.0
6547,1,0,14.047175558687679,7,2,,http://www.cian.ru/sale/flat/152029300/,,4.0,6547,1,24.0,9135000,2,,60.9,0.0
6548,1,1,19.016059795098272,7,14,12.9,http://www.cian.ru/sale/flat/152050369/,49.4,30.0,6548,1,14.0,9139330,3,,85.9,0.0
6549,1,0,13.867112384885205,7,14,9.0,http://www.cian.ru/sale/flat/149980281/,32.0,14.0,6549,0,16.0,9150000,2,1.0,54.0,0.0
6550,1,0,17.753707467801373,7,15,10.0,http://www.cian.ru/sale/flat/151118717/,43.1,25.0,6550,0,17.0,9150000,3,1.0,73.1,0.0
6551,1,1,6.821116343968375,7,2,21.6,http://www.cian.ru/sale/flat/152186718/,45.6,15.0,6551,1,16.0,9157456,1,,45.6,0.0
6552,1,1,16.35455238390553,7,7,,http://www.cian.ru/sale/flat/152163548/,,9.0,6552,0,7.0,31200000,2,0.0,78.7,0.0
6553,1,1,16.35455238390553,7,3,10.2,http://www.cian.ru/sale/flat/152204263/,84.9,15.0,6553,0,4.0,40272335,студия,0.0,134.8,1.0
6554,1,0,12.862705540605575,7,10,9.0,http://www.cian.ru/sale/flat/150134386/,21.0,10.0,6554,0,12.0,7000000,1,1.0,39.0,1.0
6555,1,0,16.66384488992503,7,7,12.3,http://www.cian.ru/sale/flat/149216956/,37.1,10.0,6555,1,25.0,9170000,2,,70.0,0.0
6556,1,0,12.961505206397542,7,1,8.0,http://www.cian.ru/sale/flat/151584684/,35.0,5.0,6556,0,16.0,9200000,3,1.0,55.0,1.0
6557,1,0,11.59133476593714,7,18,12.0,http://www.cian.ru/sale/flat/152109729/,18.0,5.0,6557,0,24.0,9200000,1,,45.0,0.0
6558,1,0,21.609745278446354,7,2,11.0,http://www.cian.ru/sale/flat/149662080/,36.0,,6558,0,17.0,9200000,2,,64.8,
6559,1,0,8.701873275881603,7,2,8.2,http://www.cian.ru/sale/flat/150313680/,30.8,12.0,6559,0,16.0,9200000,2,,51.6,0.0
6560,1,0,20.232634925684224,7,2,10.0,http://www.cian.ru/sale/flat/145381794/,46.0,10.0,6560,0,17.0,9200000,3,0.0,75.0,0.0
6561,1,0,9.571116836218359,7,15,7.5,http://www.cian.ru/sale/flat/150983385/,19.0,,6561,0,17.0,9200000,1,,38.0,
6562,1,1,12.82587390486438,7,2,6.0,http://www.cian.ru/sale/flat/151892972/,40.0,25.0,6562,0,5.0,9200000,3,1.0,57.0,1.0
6563,1,0,14.047175558687679,7,3,,http://www.cian.ru/sale/flat/152200818/,,4.0,6563,1,24.0,9240000,2,,60.0,0.0
6564,1,0,19.999598254454,7,9,10.0,http://www.cian.ru/sale/flat/33670462/,44.0,,6564,0,22.0,9250000,3,1.0,76.0,
6565,1,0,12.30682758960394,7,4,12.0,http://www.cian.ru/sale/flat/138245176/,43.0,,6565,0,17.0,9250000,2,,60.0,
6566,1,0,14.0308977188959,7,5,10.8,http://www.cian.ru/sale/flat/151491644/,29.8,10.0,6566,1,24.0,9279816,2,,60.7,0.0
6567,1,0,17.568301067513953,7,13,10.0,http://www.cian.ru/sale/flat/151526821/,46.0,15.0,6567,0,17.0,9290000,3,1.0,73.0,0.0
6568,1,1,8.72344077132905,7,3,5.4,http://www.cian.ru/sale/flat/150660142/,37.0,2.0,6568,0,5.0,9300000,3,0.0,54.2,1.0
6569,1,0,12.523386121426185,7,3,10.0,http://www.cian.ru/sale/flat/149800081/,35.0,4.0,6569,0,12.0,9300000,2,1.0,50.0,0.0
6570,1,0,13.135753099275304,7,7,7.5,http://www.cian.ru/sale/flat/149277999/,32.0,13.0,6570,0,9.0,9300000,2,1.0,47.5,1.0
6571,1,0,12.515647886225082,7,2,6.1,http://www.cian.ru/sale/flat/151231214/,45.0,9.0,6571,0,9.0,9299999,3,1.0,60.4,1.0
6572,1,1,8.211193082325055,7,4,13.1,http://www.cian.ru/sale/flat/149761658/,18.8,11.0,6572,1,22.0,9320000,1,,46.6,0.0
6573,1,0,14.047175558687679,7,2,,http://www.cian.ru/sale/flat/152119093/,,4.0,6573,1,24.0,9345000,2,,62.3,0.0
6574,1,0,8.955378705860303,7,3,6.2,http://www.cian.ru/sale/flat/147383884/,37.0,7.0,6574,0,5.0,9350000,3,,56.0,1.0
6575,1,1,13.164085097353315,7,6,,http://www.cian.ru/sale/flat/149738772/,25.0,10.0,6575,1,7.0,9354561,1,,46.0,0.0
6576,0,0,7.87584202394713,7,9,,http://www.cian.ru/sale/flat/152187922/,,5.0,6576,1,28.0,9379125,студиявЖК«MatchPoint(МатчПоинт)»,,35.7,0.0
6577,1,0,5.602761317345721,7,7,6.0,http://www.cian.ru/sale/flat/37641424/,24.0,11.0,6577,0,14.0,9390000,2,,40.0,1.0
6578,1,0,21.342273701933618,7,12,10.0,http://www.cian.ru/sale/flat/150162060/,47.0,10.0,6578,0,17.0,9400000,3,0.0,78.0,0.0
6579,1,0,13.171821485888312,7,2,8.5,http://www.cian.ru/sale/flat/138799858/,31.0,12.0,6579,0,17.0,9400000,2,1.0,50.0,1.0
6580,1,1,6.7292310563289615,7,8,15.0,http://www.cian.ru/sale/flat/150159273/,120.0,23.0,6580,1,52.0,49000000,5,,147.9,1.0
6581,1,1,16.35455238390553,7,4,,http://www.cian.ru/sale/flat/152163609/,,9.0,6581,0,8.0,68750000,3,0.0,154.2,0.0
6582,1,1,10.306426036611827,7,5,12.0,http://www.cian.ru/sale/flat/151219016/,22.0,5.0,6582,0,22.0,10250000,1,0.0,54.0,0.0
6583,1,0,13.700152320892263,7,8,12.0,http://www.cian.ru/sale/flat/151523375/,18.0,10.0,6583,0,17.0,9400000,1,,47.0,1.0
6584,0,0,11.380997204260828,7,19,7.1,http://www.cian.ru/sale/flat/150145770/,38.0,10.0,6584,0,19.0,9400000,3,,55.4,1.0
6585,1,0,12.30682758960394,7,2,12.0,http://www.cian.ru/sale/flat/151031960/,33.0,9.0,6585,0,17.0,9400000,2,0.0,60.3,0.0
6586,1,0,14.0308977188959,7,7,10.9,http://www.cian.ru/sale/flat/151516601/,29.9,20.0,6586,1,23.0,9416250,2,,60.8,0.0
6587,1,0,14.0308977188959,7,3,10.9,http://www.cian.ru/sale/flat/151516606/,29.9,20.0,6587,1,23.0,9431750,2,,60.9,0.0
6588,1,0,13.135753099275304,7,1,7.0,http://www.cian.ru/sale/flat/150652690/,42.0,13.0,6588,0,9.0,9450000,3,1.0,65.0,1.0
6589,1,0,19.760302821639712,7,8,10.0,http://www.cian.ru/sale/flat/151170335/,44.1,20.0,6589,0,17.0,9450000,3,1.0,73.0,0.0
6590,1,0,14.0308977188959,7,10,10.9,http://www.cian.ru/sale/flat/151516688/,30.0,20.0,6590,1,24.0,9480000,2,,60.0,0.0
6591,0,0,11.227388108540204,7,5,7.0,http://www.cian.ru/sale/flat/43630325/,23.0,13.0,6591,0,19.0,9490000,2,1.0,40.0,1.0
6592,1,1,7.050256206357749,7,7,12.0,http://www.cian.ru/sale/flat/151889588/,27.0,15.0,6592,0,21.0,9500000,2,0.0,54.0,1.0
6593,1,0,12.30682758960394,7,3,12.0,http://www.cian.ru/sale/flat/150625780/,33.0,,6593,0,17.0,9500000,2,,60.0,
6594,1,0,13.273417974472235,7,11,9.0,http://www.cian.ru/sale/flat/151814926/,32.0,15.0,6594,0,17.0,9500000,2,1.0,51.0,1.0
6595,1,0,14.898608933275309,7,13,9.0,http://www.cian.ru/sale/flat/150918510/,28.7,,6595,0,14.0,9500000,2,1.0,55.0,
6596,1,1,7.050256206357749,7,7,12.0,http://www.cian.ru/sale/flat/151980838/,25.0,14.0,6596,0,21.0,9500000,1,,54.0,1.0
6597,1,0,11.768075299912127,7,5,12.0,http://www.cian.ru/sale/flat/150681554/,19.0,5.0,6597,0,24.0,9500000,1,,47.0,0.0
6598,1,1,15.530576165149231,7,17,14.0,http://www.cian.ru/sale/flat/152160662/,20.0,15.0,6598,0,23.0,9500000,1,0.0,52.0,1.0
6599,1,0,10.328933860892567,7,14,8.3,http://www.cian.ru/sale/flat/150902766/,35.5,7.0,6599,0,16.0,9500000,2,,60.0,0.0
6600,1,0,14.996188432830127,7,11,14.0,http://www.cian.ru/sale/flat/39952019/,34.0,25.0,6600,0,15.0,9500000,2,1.0,59.0,1.0
6601,1,0,21.342273701933618,7,16,10.2,http://www.cian.ru/sale/flat/144406728/,47.0,,6601,0,17.0,9500000,3,1.0,76.0,
6602,1,0,17.087163058971576,7,2,7.0,http://www.cian.ru/sale/flat/150145576/,46.0,10.0,6602,0,4.0,9500000,3,0.0,67.0,0.0
6603,1,0,9.531700199527956,7,3,12.0,http://www.cian.ru/sale/flat/152135006/,16.0,10.0,6603,0,22.0,9500000,1,,39.0,1.0
